,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,user_accumulated_reward,overall_scaled_accumulated_reward
0,2.169390359422353,1.8993259809431533,2.039063658207796,2.0516442703121602,2.276285180211726,2.0548092883623723,2.3616773140407723,2.342904944150101,2.425714771229814,2.523677285357768,2.3741220326160453,1.9924199844166322,2.3237607448498063,2.2538938477546155,2.230566296762284,2.5803644945251913,2.592455631787926,2.1586274421904474,2.4294636842051562,2.477839891009221,2.186730008037502,2.747404852572405,1.9943309774181213,2.28260291567619,2.6448270117954444,2.7461186241856477,2.5990452826872836,2.1380489915139607,2.5339882512569183,2.4398397529932763,2.0735867333190594,2.5168737148887974,2.547763959894772,2.6245214846463494,2.295946959543536,2.5938486271639256,2.5434064240944565,2.3261480106479864,2.2310024902451433,2.204398443768124,2.5420060524811476,2.452464395370462,2.0889775046764725,2.3989842269481043,2.232874512896796,2.6073927378155974,2.481465829187995,2.7150282889717574,2.752057286231974,2.1359448329796495,2.693696544530214,2.132222088548799,2.3604047801551884,2.6345980918234577,2.530016412731881,2.821794463809349,2.651265423783978,2.7002010832327272,1.9565507780164455,2.587094241287721,2.3729023792333495,2.5128968644582645,2.3497056028362504,2.5222422296274285,2.2531639023926355,2.7022560872233394,2.850631466951428,2.6385472845077937,2.744165389668522,2.7733467162558236,2.6146084864711456,2.9173965806423006,2.783350455069423,2.179242941252648,2.042243899682839,2.5410149916086873,2.449686940845908,2.3352239412937474,2.774574631401172,2.0525772862112843,2.559624833793606,2.4792626825471418,2.0680093858700817,2.3372804203595168,2.4487032149719368,2.165031679458031,2.4871074595553053,2.602356562104869,2.288750738296763,2.317673376475247,2.6154820042881024,2.7647871928299694,2.1779297928703296,2.1832478021082777,2.26774179484292,2.472837536280789,2.4181189661973495,2.7061816841157094,2.3973043593046155,2.51416416321783,12099.242696065317,37972.242696066096
1,2.03972599807136,2.006438891282453,1.9731111655413924,2.1499165997627174,2.2535817010400976,2.17247860677839,2.145944296644281,2.249006723155859,2.1062833854531857,2.1868269532035414,2.4432891814173012,2.322381974455264,2.0146680227933063,2.100856854310095,2.3453052417701308,2.397867642501355,2.3431147447043914,2.238183594901763,2.4712803178282563,2.368260585092665,2.6281606957308763,2.3352288545015893,2.0984963352352013,2.4398254375773987,2.068181661845914,2.588172859087334,2.4888525197903473,2.236226530096572,2.656510286174663,2.3462696362568844,2.6888323112705477,2.5920237211393395,2.3083561516042987,2.4795504224270593,2.661238330211413,2.7747743208627065,1.9514771899362242,2.827774013884248,2.8311580331559947,2.585371373149495,2.744406139975812,2.6140496543134253,2.2462773809321943,2.3807013069924285,2.6876199831659604,2.450435500462865,2.344759537522874,2.6065144635921276,2.4420734447077623,2.547960680300778,2.32799833321559,2.265236287920982,2.278155145033298,2.4417358476556568,2.623293686564358,2.556329477749558,2.4186144690757008,2.4702476517528047,2.4012581098804766,2.286489702193893,2.4640507323748233,2.3056526402082707,2.2104179941246738,2.2325691772694936,2.216129544645692,2.4974342006063472,2.1155796384231436,2.325456953087128,2.536299218252041,2.3041366380693575,2.262183168113896,2.3213701807816944,2.4654699406531755,2.323683820796735,2.0841091778886285,2.559860099126397,2.489254286267147,2.5851250857437,2.4531576113344586,2.5206421389312648,2.760059528185691,2.394100266675752,2.714498127663239,2.627804186066159,2.6158330751112855,2.5667595300823542,2.6684243095189597,2.5265541413292243,2.6562720270979927,2.611898106256537,2.4581843878444998,2.6165962554663134,2.617512572377056,2.2467663767684978,2.4599848927987087,2.4764077319608866,2.37019420209993,2.551422329343658,2.5600248015546536,2.410051307868705,12061.554518521132,37687.05451852154
2,2.0545270230235766,2.0382335153072746,1.978458069766738,2.047130338492986,2.2403418333429452,2.19004731497316,2.2347283117381034,1.9936916766441355,2.166896484059359,2.1090109120519767,2.360176922928257,2.323807083094579,2.336326896737274,2.0705700831265137,2.2358703695286026,2.2430437871754045,2.1181842268039324,2.221978692152544,2.2379240178736937,2.0188636385867222,2.1503210839602973,2.3263240612159115,2.4670682911694395,2.2519146242594146,2.0725848135591467,2.1545277201465582,2.1920899264762195,2.0187190769842855,2.1809447919540075,2.2148751365153148,2.19755974039986,2.237907512842536,2.4776132342094117,2.025919453830777,2.299890632956317,2.3948153928856657,2.338747834317152,2.3904585947270958,2.139403169462416,2.230011820937735,2.3839254495760134,2.3336041210894054,2.2243053204841177,2.23959433095445,2.2182495984380157,2.336822383920881,2.040192044441618,2.052200738074395,2.118822503958282,2.221021459267511,2.0827714118184177,2.208802119477677,2.2903675792782847,2.0425207885430465,2.1252236538905636,2.2938798214996474,2.1106545248511805,2.189651042066158,2.191946436856425,2.1167443211149912,2.3335020058459306,1.9200075371288141,2.203847862998253,2.3379328115061058,2.1205516255538455,2.37721399237777,2.228200022442631,2.2308530971473446,2.3510887149726085,2.39446952818402,2.1683432971546903,2.3419722884059953,2.239881077853866,2.148606425555513,2.1811655489396586,2.311988909207645,2.4387886770252427,2.049356390596955,2.2045598421817196,2.1283468541432438,2.2761379524059144,2.2912225546783573,2.084877904525913,2.16877883398047,2.207723485741638,2.207091243846211,2.2731649485399807,2.2042762040856,2.4107014826718545,2.106373332610994,2.1314451381091133,2.3740791982936953,2.091721686240146,2.22509442959794,2.1605946585737037,2.3657964412896133,2.223016649148953,2.459451643758628,2.3832491904763513,2.4067556996785275,11078.251847364694,40380.25184736459
3,2.019442804803605,1.953752765962196,2.054492531220134,2.1985257015794106,2.0313635877515175,2.111133458688664,1.992261220358315,2.102228799771649,2.205656151696119,2.3050034636196215,2.281541982591353,2.3813570351304105,2.2438921221967645,2.136775000326062,2.062110998737964,2.4062670280413294,2.3113894345140515,2.198576642934379,1.9719633366744842,2.1643181881577336,2.3325253624547577,2.2380348660938387,2.292823104518464,2.430954116208007,2.4471571867860926,2.2011437821582702,2.463326166375199,2.2637585712761843,2.3109806218794215,2.2162911993360543,1.8833599829291916,2.2648787689378533,2.3513442715504875,2.190385217542431,2.3459473432109763,2.181000469107594,2.312111688071841,2.4291044033842484,2.259204486121019,2.381814314937788,2.3330788234415847,2.4561801023517877,2.2579331314641227,2.4799439570607387,2.4893095007895076,2.50646601089169,1.9938933964389098,2.3959782479760765,2.4223809774183884,2.236683774344359,2.402193741165046,2.5494052248209518,2.2893127214090017,2.526557311270047,2.3169813550035196,1.8702386250019114,2.41747320366618,2.359120779874063,2.101608148888319,2.522135800223001,2.3984622596536815,1.9778444594737434,2.1781149163048674,2.021552717167425,2.1015127854598488,2.297087237568187,2.2707476410059275,2.2138835857777157,2.014653238314509,2.293805566965308,2.187188914690031,2.258977679867715,2.3079646823059288,2.401008509472858,2.211841146383737,2.0915748599575723,2.4727536550217977,2.2562274337573807,2.3628540753184044,2.306547762505247,2.1723751536445426,2.326173015842511,2.506025504273858,2.03589542545761,2.1535719334653667,2.042106375337492,2.2157501622447264,2.332384397270278,2.1140091595685715,2.485825629298698,2.2806975934343536,2.2990670258132364,2.1571415797499496,2.2975988891331407,2.2769798552412226,2.2510309613559794,2.2210610786674096,2.5170593803001795,2.0220340594266504,2.375605304417869,11278.103431102512,32665.603431102798
4,2.102246241344701,2.1099806326831008,2.054847046230299,2.1735916591411026,2.2116593580385584,2.134104711076169,2.207390768696478,2.295663118991929,2.2993386723456526,2.175875631644826,2.380481847509208,2.433863092303384,2.2128097292898246,2.3022870090692824,2.501636031710133,2.5728736273510164,2.227790764318307,2.3671634829487713,2.498658534152203,2.3338416102584922,2.18507061493075,2.0858459900623703,2.2499695676088947,2.5197857755766595,2.293614142605191,2.1501711896283915,2.1550255813157637,2.331392958596621,2.3294472110644757,2.139039394815101,2.4696303675135054,2.3863190161853787,2.315927830335143,2.34533991987154,2.3530237635018905,2.398973148062904,2.458272374430122,2.490738512655309,2.2131991986531103,2.5202708149689887,2.6082862077980336,2.600288052884488,1.9672451461655793,2.2870160933346906,2.519449399494682,2.667238724583511,2.531651518844148,2.643402030378656,2.722042708525691,2.459871183483168,2.404182114803181,2.0905093260750114,2.3917492023663436,2.45875470332984,2.3669638549891783,2.3464917607760176,2.317288603605993,2.3477123664803754,2.2383774790846016,2.402556669252412,2.194805680858031,2.4925459089802535,2.3716347995104856,2.2998043261699754,2.4904874948572333,2.3134541781923414,2.4563913671349242,2.4149101119329015,2.2394737751546363,2.465847244694445,2.4539769766701367,2.4127887372002137,2.368646776913982,2.4421047409967342,2.324510814572077,2.3788033709563163,2.639259299490595,2.314118030123096,2.4723944206559256,2.5448488017259154,2.4380805327288813,2.5393355408352476,2.618837946080309,2.308635217686908,2.538714557066335,2.184875041004806,2.557009405761126,2.553541699582848,2.5354229828817436,2.450892350731181,2.4341723982197254,2.5535444129682427,2.2124046664736827,2.307924331680048,2.110571892867003,2.4397836783815943,2.2073730167829204,2.4534727053436503,2.4979442351057064,2.5162199641817233,11845.390076044752,36919.390076045434
5,1.9338191869014199,1.919705741330367,2.0042616722962747,1.9458455796378074,2.079740196827048,1.9810645438471999,2.0671184308289265,2.0997201660721387,2.1425024260665166,2.2244802931643735,2.176592889805434,2.4111464619130785,2.3316680205800817,2.147227204766727,2.246500606041618,1.942881040922224,2.1009049122541366,2.1607151343381665,2.2339339115269174,2.2250145983459,2.216799611509566,1.989795353289881,2.295778821639409,2.200471783566255,2.2354064644003184,2.152073886656792,2.4229690437542675,2.164679911118715,2.367768920632527,2.31589639605071,2.27605679443345,2.3432416739741813,1.967939985097305,2.052445975178369,2.2147146784134657,2.2638101274107463,2.162008788262426,2.181340357268662,2.3539142985204387,2.1690004085673134,2.253796299173862,2.173492856827763,2.2667207133759817,2.0176185217701805,2.0943548088059516,2.1627349143993144,2.2488163758985533,2.476075949446892,2.063202540069008,2.3450375250788444,2.2037385672732843,2.2181392921754624,2.261257700549194,2.3292984585383283,2.3780652962509325,2.021131564245202,2.1257020741860106,2.154063255313823,2.011413253530787,2.262458093645685,2.366060467431588,2.538901032429133,1.8741121513798251,2.284795410138301,2.0063005141856047,2.289498396694178,2.132034461039262,2.235749100398207,2.299462102622936,2.218840514063195,2.212196701152263,2.4442036139224586,2.5727705957990765,2.379258187603309,1.9001393412721856,2.054545353129732,2.498210543630661,2.1375670542889584,1.8950873119690776,2.180526217002435,2.003634217580425,2.1396326283927616,2.0958160576202904,2.230144153666007,2.2556710846773407,2.067180549484685,2.0410027847080965,2.168392285190365,2.3924858593171288,2.3066121060701876,2.3032045181686542,2.254403080410422,2.192243908095655,2.245256035631791,2.302090692248302,2.460375958813511,2.480062060925439,1.8687229058576722,1.928705912514695,2.2925525500450994,10966.826138866856,32540.326138867196
6,2.0625210158935747,1.9838219114823819,2.15035527660102,2.3506376844989143,2.39296293831555,2.405640597429047,2.5038263350800873,2.491592196706865,2.249293506040369,2.2776697670543733,2.3741266628483477,2.2016889012907224,2.3725298040486242,2.24679448286154,2.3436397779412026,2.4270930214609336,2.181321983343777,2.5255403203516518,2.6134438527381114,2.4078145229766914,2.341591037171514,2.4801083030884956,2.438187480517976,2.5370573721115433,2.4661582988457207,2.514082812805796,2.0435427329754687,2.5261887458128016,2.347755212891627,2.5090891251154677,2.3191854091240622,2.3116101339939275,2.05573789236952,2.4872716026560533,2.2789350968343958,2.4170804014326923,2.502423633168981,2.38720451616372,2.127669235294228,2.5469469513976617,2.1646400886405526,2.2986733432298765,2.6287469556840524,2.4074769753918894,2.604972424542258,2.3623644378298474,2.3330287418288704,2.443374312306078,2.566168610618617,2.7194113007483436,2.134138710138116,2.5547933327272765,2.0936706332062545,2.426892194998376,2.4402854606242523,2.265415689442903,2.486949211296789,2.484470674476673,2.4424039002007363,2.485989784848857,2.2378017534192143,2.4211974718090463,2.480599027859575,2.688202900955158,2.6290030977762253,2.3809323543761063,2.396830765233521,2.645922704162314,2.118933096796269,2.676833874300215,2.544127798822737,2.412100421954795,2.366042521436365,2.5685576802478907,2.047884496902495,2.496000695989425,2.4574063882967514,2.6170161618129533,2.5649383021706433,2.523318820486539,2.0612310897362205,2.5739386811415943,2.4304372814146498,2.107819430688577,2.5438704797644474,2.6191777087952777,2.389409886294613,2.413140839963774,2.2917872627077034,2.4885459879265728,2.3612327682746823,2.632902608642058,2.490769824962579,2.1368324311995806,2.56876036358493,2.2278845679876738,2.443165792629163,2.507826035871373,2.166943029364253,2.4362571191073523,11985.479543019068,33344.97954301948
7,1.927468722041956,1.9871780302263249,2.056415146879692,2.1166260576182157,2.08502564226493,2.091327271564776,2.143284016106688,2.178557265641126,2.275963858987086,2.3906247853068736,2.435494894830589,2.2982153596737063,2.3384460043838313,2.337006116306998,2.444253020980172,1.9392095346708889,2.0597788304243836,2.135909696019788,2.343812401752138,2.3836393378784257,2.2987740745532523,2.2897486250914945,2.272211685125641,2.4563548472010828,2.1984966658034675,2.308885190850859,2.4682120109377808,2.491844613515988,2.4376052949546607,2.4817843240934607,1.9713087733999968,2.4160047243956044,2.353991909992043,2.6826733653952743,2.4348323558719054,2.4223582416445115,2.279633292707105,2.0856802371680088,2.305603812188464,2.384870617112447,2.1061553420750525,2.463576249620095,2.1109256720193112,2.299417907516372,2.355688804669682,2.482848063681162,2.4476001406268555,2.131430387214369,2.4979346032019007,2.3443525651317505,2.1322050575753906,2.32766860896652,2.3561713647351374,2.2773303428350076,2.287649844420143,2.4577663796854883,2.4575100450199354,2.468944569538846,2.435647783999314,2.4543407827955566,2.22533384363349,2.276459558269551,2.3140345308603925,2.0939299212813864,2.3002412548904005,2.3810341676822535,2.255524459218771,2.41331608716837,2.4590794254345925,2.3823484753267987,2.613444845729714,2.2252625797141676,2.467708560413554,2.303476664254673,2.5010364968144168,2.3256613896449174,2.3987832296118743,2.4255318795736396,2.294688611758708,2.20218006033145,2.497580747538794,2.459798793705874,2.051779120860294,2.2195196405972517,2.491088279039646,2.558808862127732,2.500321255177452,2.2991184742648114,2.437402432408934,2.6567426367401907,2.227372326539432,2.2420165228989255,2.424689684212848,2.136052632799652,2.3823581162236205,2.402852370813058,2.2757164896342825,2.1691933457791865,2.564413961721068,2.5949211708804696,11617.754903823308,39374.25490382412
8,2.079350741359057,2.2262857963928515,2.1981063977803115,1.9979851366447776,2.192294305730609,2.3203040374191417,2.20032260500536,2.3844801137303557,2.151622332372158,2.3749041998539098,2.4315352044406278,2.4151357962227533,2.3455901489349693,2.173236526868763,2.222657599916209,2.0949842872873528,2.359198104080863,2.3206730399767066,2.2689387696345467,2.4186248150589074,2.4136270167480856,2.555742631694763,2.4773887931513787,2.5229455426085874,2.8677382023766653,1.79658031569435,1.9797321724731602,2.035956273965427,2.372191688689683,2.269333850343967,2.3982845551855174,2.3919155235835787,2.4216870567472544,2.1039543688826443,2.21612798566717,2.132261958660108,2.305562234609555,2.3769007176075196,2.3739145857384805,2.236662672650856,2.5114752510203364,2.4907125458759203,2.7255250465844965,1.9494093815658164,2.5478965446539035,2.4385020619287867,2.4019150588519764,2.336260620127503,2.0787626009662743,2.094244264482148,2.2314091003966023,2.3694387467130666,2.32179071725345,2.3083675853694468,2.1517405902453026,2.2880824626981977,2.180324040620702,2.158483536807828,2.4131745274230885,2.3960572059892193,2.47758337452598,2.3728806931205013,2.234692188845523,2.228618867256181,2.1739946209574783,2.5811470577292552,2.240607467208772,2.3445463668085216,2.2773836931445652,2.236124859180781,2.3895531814335538,2.3086453738903456,2.2460442625622297,2.4713607419829735,2.2292729885505205,2.1728599850702683,2.131825201733902,2.2580801444339356,2.2462593413482237,2.3182136893035956,2.3741897986792946,2.2236399047256894,2.1244301256963927,2.405146820025155,2.156615584888144,2.3070871620394757,2.374567046410238,2.1025963693441554,2.0978909259125733,2.3626706074516544,2.479813084884492,2.3624343350760553,2.1312026678026075,2.2449173372386713,2.2872338384892936,2.3567204970356945,2.635806364739201,2.523687400186319,2.0206227060440143,2.4431268751939337,11488.62017731566,35771.62017731632
9,2.024093688099196,2.060174219061614,2.0451778395515445,2.124348910633381,2.1600271561144115,2.2592290109097166,2.2799108912770265,2.4330047079604076,2.3307331874089208,2.367081075834702,2.431894378544666,2.3669054297257692,2.4045766831062383,2.582355498524835,2.5520405633061043,1.9646789036903403,2.4028854618360986,2.528346547631438,2.1101847291890707,2.1086920332623635,1.9200763067689306,2.475227915948716,2.5113068807184513,2.5734954520028106,2.714041943749062,2.7164010325189145,2.3869072979598793,2.565037315336306,2.7305406569932376,2.016841132762394,2.3362634525256256,2.2698699744674555,2.534057325515374,2.2058913928793102,2.3096439481341116,2.65955185365061,2.2099935586019406,2.311583068834327,2.4002305512701896,2.593273600634703,2.0227779146275524,2.391184032667319,2.517626332696369,2.448213592303056,2.5561367235862833,2.6060817626528796,2.305566189948256,2.6077755555673354,1.9201351924579115,2.774874478625334,2.5738775604326953,2.393016192263442,2.0039091519781653,2.2046410793658247,2.6739580887208394,2.63405573420986,2.597047442394214,2.689792636964897,2.5654271414438936,2.5897305150957326,2.8868986487221373,2.796984226479117,2.4562223091313546,2.831568113703211,1.9646261926654183,2.6805758994675615,2.68476050378109,2.6907288527205924,2.6848169443856347,2.514411479130142,2.5269821642076202,2.6416386177801128,2.5089621552114965,2.5942211252728784,2.7178832707825666,1.9505043807524134,2.663073465316294,2.422737164589928,2.6910724168967537,2.1655173800136307,2.233739090767452,2.622853543831369,2.020829578312959,2.662766634050347,2.5554355682830323,2.8509763809805198,2.7580197430714004,2.6546528050741034,2.635253623157216,2.7087520755778383,2.4628039593658837,2.5004480387721206,2.5887671619450736,2.677971013037324,2.842671732801856,2.159418287187596,2.317348720644729,2.7955536224300666,2.2020692967267563,2.455490147920019,12241.620461494482,34414.120461493796
